tweetId,user,created,no_of_likes,source_of_tweet,sentiment,,,
2042,MaudhuiHouse,2021-04-22 09:12:26+00:00,1,None,Kenya has been banking on India to get over two million doses of the AstraZeneca vaccine in May but surging numbers of new Covid-19 cases in the subcontinent have seen Delhi stop vaccine exports t...,,,
2043,kitzone_,2021-04-22 08:38:20+00:00,22,None,Here are a few facts you should know about the vaccine:\nCovid-19 vaccines are available in selected hospitals in all counties in Kenya and those deployed by the government is free of charge in id...,,,
2044,Its_Elchapo,2021-04-22 08:33:53+00:00,8,None,The COVID-19 Vaccine is recommended as SAFE by the World Health Organization (WHO) and approved by the Pharmacy and Poisons Board in Kenya\n#StaySafe,,,
2045,eileennerima,2021-04-22 07:55:53+00:00,3,None,The vaccine is recommended as SAFE by the WHO and approved by the Pharmacy and Poisons Board in Kenya. It's your responsibility to protect yourself and loved ones. COVID-19 prevention measures sho...,,,
2046,Inclusivefolks,2021-04-22 07:26:53+00:00,1,None,Covid-19 vaccines are available in selected hospitals in all counties and those being deployed by the government is free of charge in identified hospitals. The vaccine is recommended as SAFE by th...,,,
2047,FlvckoLifestyle,2021-04-22 07:23:12+00:00,3,None,"Let's talk about COVID-19. I'm super happy seeing the efforts being put by the Ministry of Health to ensure all Kenyans are safe, to ensure the future of Kenya is bright. \nVaccine Availability: T...",,,
2048,Mhasibu_ke,2021-04-22 07:11:10+00:00,1,None,COVID-19 vaccines are available in selected hospitals in all counties and there are those being deployed in selected hospitals by the government free of charge\n#StaySafe @MOH_Kenya,,,
2049,TuchieKnight,2021-04-22 07:10:36+00:00,11,None,Did you know that, Covid-19 vaccines are now available in all selected hospitals across the country and those being deployed by the Government of Kenya is free of charge in identified hospitals\n#...,,
2050,mtanyimtanyi,2021-04-22 07:04:45+00:00,2,None,"#StaySafe,its your responsibility to protect yourself,loved ones,lets wear mask,wash hands.Covid 19 vaccine is available for free in identified hospitals in all counties deployed by government and...",,,
2051,TedSammy,2021-04-22 06:58:18+00:00,1,None,"Moreover, the COVID 19 vaccine is recommended by WHO and approved by the Pharmacy and Poison Board in Kenya. \nLet's do this and live free of the virus. \n#StaySafe For your loved ones and yourself.",,,
2052,sheikhspear2,2021-04-22 05:49:30+00:00,11,None,"So about 280,000 doses of the COVID-19 vaccine that was donated to UG may expire at the current rate of vaccination. Meanwhile in Kenya folks are dying. We are a special breed of beggars.",,,
2053,gtrcmc_ea,2021-04-21 16:35:16+00:00,4,None,"frontline workers in the other counties, in Kenya. 50,000 vaccines are earmarked for the sector. \n\nCOVID-19 vaccination is an important tool in curbing the effects of the pandemic, which will ev...",,,
2054,OliverMathenge,2021-04-21 12:23:08+00:00,59,None,"Health Cabinet Secretary Mutahi Kagwe says Kenya says Kenya not likely to receive vaccines as expected due to shortage of AstraZeneca supplies; also says cases of Covid-19 are spiking in Murang'a,...",,,
2055,NationAfrica,2021-04-21 11:50:00+00:00,15,None,Covid-19 vaccine rollout in Kenya\n\n#Covid19 #NationNewsplex\nhttps://t.co/ByL2YMEIoS https://t.co/9T4Ip5VEcj,,,
2056,nickeperry,2021-04-21 10:12:38+00:00,4,None,"One worrying outlier in this data set -- Kenya, which has recorded >600% change in covid-19 deaths since January 31, higher rate of increase even than India, but with far fewer vaccines",,,
2057,News_Kenya,2021-04-21 10:02:52+00:00,0,None,Government faces challenges in supply of AstraZenecca vaccine: The Government intends to acquire COVID-19 vaccines from pfizer and Johnson & Johnson to back up what is already available. Healt...,,,
2058,NationAfrica,2021-04-21 08:50:00+00:00,12,None,Covid-19 vaccine rollout in Kenya\n\n#Covid19 #NationNewsplex\nhttps://t.co/ByL2YMEIoS https://t.co/x1zPJ0zkGD,,,
2059,deejayiconiqq,2021-04-21 08:30:32+00:00,0,None,Latest Covid-19 Vaccine Updates in Kenya Latest Covid-19 Vaccine Updates in KenyaCOVID-19 vaccines are available in selected hospitals in all counties. Those that are being deployed by the governm...,,,
2060,deejayiconiqq,2021-04-21 08:30:27+00:00,0,None,Latest Covid-19 Vaccine Updates in Kenya https://t.co/8EEH0yC5WX,,,
2061,Min_TourismKE,2021-04-21 08:16:22+00:00,47,None,"The Cabinet Secretary, Hon. Najib Balala @tunajibu, has this morning launched the 1st phase of a vaccination campaign targeting frontline workers in the tourism and hospitality sector who will get...",,,
2062,MaudhuiHouse,2021-04-21 07:08:08+00:00,0,None,Kenya’s economic growth in the second quarter is likely to be subdued due to delayed vaccines and effects of the latest Covid-19 containment measures. Read: https://t.co/vgxLNaS4Vo,,,
2063,NationAfrica,2021-04-21 05:50:00+00:00,19,None,Covid-19 vaccine rollout in Kenya\n\n#Covid19 #NationNewsplex\nhttps://t.co/ByL2YMEIoS https://t.co/Z5dh3F0WyS,,,
2064,Tim__Sang,2021-04-21 05:38:33+00:00,1,None,The vaccine is recommended as SAFE by the WHO and approved by the Pharmacy and Poisons Board in Kenya. It's your responsibility to protect yourself and loved ones. COVID-19 prevention measures sho...,,,
2065,Liobrandon254,2021-04-21 05:38:22+00:00,2,None,World Health Organization guarantees us that the vaccine is safe and approved by the Pharmacy and Poisons Board in Kenya. It is your responsibility to protect yourself and loved ones. Ensure you f...,,,
2066,mead_ow_,2021-04-21 05:16:14+00:00,2,None,Covid-19 has adversely affected us and we are yet to overcome it.Covid-19 vaccines are available in selected hospitals in all the counties in Kenya.Those being deployed by the government are free ...,,,
2067,KemeiBrayan,2021-04-21 05:07:37+00:00,1,None,Ensure you follow the Covid-19 prevention measures like handwashing and wearing mask.Vaccine is recommended as SAFE by the World Health Organization and approved by the Pharmacy and Poisons Board ...,,,
2068,ChrisMidamba,2021-04-21 05:01:03+00:00,12,None,"Protecting yourself & the people you love is a number one priority in this time, remember Covid-19 Vaccine is now available in selected hospitals in all counties in Kenya & those being dep...",,,
2069,YahyeHanad1,2021-04-20 21:13:39+00:00,1,None,"I petition the Government of Kenya to give my Covid-19 vaccine to that lady from Wajir. She may appear foul-mouth, but what a vivid description of semi-literates village lawmakers in the North!",,,
2070,NationAfrica,2021-04-20 17:51:02+00:00,16,None,Covid-19 vaccine rollout in Kenya\n\n#Covid19 #NationNewsplex\nhttps://t.co/ByL2YMEIoS https://t.co/I082tbgcfu,,,
2071,ChuckDalldorf,2021-04-20 14:33:22+00:00,0,None,COVID-19: Kenyans caught up in curfew amid slow Africa vaccine drive via @dwnews \n\nhttps://t.co/HMbp4ps5Xp\n\n#Kenya #COVID19 #vaccines #covidvariants #healthcare #medicine #science #research #w...,,,
2072,ChisakaRon,2021-04-20 12:53:03+00:00,2,None,"Moreover, COVID-19 vaccines are now available in Kenya in selected hospitals in all counties & those being deployed by the Govt are free of charge in identified hospitals.Vaccines will be admi...",,,
2073,Anna_Selestine1,2021-04-20 12:46:35+00:00,0,None,The Vaccine is recommended as SAFE by the WHO and approved by the Pharmacy and Poisons Board in Kenya. It's your responsibility to protect yourself and loved ones. COVID-19 prevention measures sho...,,,
2074,z_Kiarie,2021-04-20 12:25:48+00:00,1,None,Covid-19 vaccine is available in Kenya and each and every resident of this country is eligible to receive it. The vaccine is to be administered in 2 doses that are 8 weeks apart. Due to scarcity o...,,,
2075,Katiba254,2021-04-20 12:18:12+00:00,11,None,The vaccine is recommended by WHO and approved by the Pharmacy and Poisons Board in Kenya and hence considered as safe.\nIt's your responsibility to protect yourselfs and loved ones. Covid-19 prev...,,,
2076,kivoiz,2021-04-20 11:41:42+00:00,1,None,The vaccine is declared as SAFE by the WHO and approved by the Pharmacy and Poisons Board in Kenya. It's your responsibility to protect yourself and loved ones. COVID-19 prevention measures should...,,,
2077,sambar_uan,2021-04-20 11:36:47+00:00,11,None,Covid-19 vaccine is available in Kenya and are in selected hospitals in all counties. Those being deployed by the government are free of charge in the identified hospitals.\n#StaySafe,,,
2078,ItsKyuleNgao,2021-04-20 11:22:59+00:00,1,None,"In addition, the government Covid-19 vaccine is free of charge available in selected hospitals.I encourage you to get vaccinated. The World Health Organization and Pharmacy and Poisons Board in Ke...",,,
2079,eileennerima,2021-04-20 11:03:58+00:00,2,None,The vaccine is recommended as SAFE by the WHO and approved by the Pharmacy and Poisons Board in Kenya. It's your responsibility to protect yourself and loved ones. COVID-19 prevention measures sho...,,,
2080,ChrisMidamba,2021-04-20 10:42:27+00:00,2,None,"COVID-19 vaccines are available at selected hospitals across all counties in Kenya, & is free. It's ur responsibility to protect urself & loved ones. COVID-19 measures should be adhered to...",,,
2081,Lydiajoykarimi,2021-04-20 10:30:56+00:00,1,None,"This Covid-19 vaccine 💉has been recommended as SAFE by the World Health Organization (WHO) and in Kenya, it has been approved by the Pharmacy and Poison's Board🤗🤗\n #StaySafe",,,
2082,KenyaBuzz,2021-04-20 10:26:17+00:00,2,None,I got the AstraZeneca COVID-19 vaccine in Kenya and here’s what happened\n\n🔗: https://t.co/6p0YQAyPJL https://t.co/pC3PGiqdO4,,,
2083,orina_vic,2021-04-20 09:44:03+00:00,0,None,The vaccine is recommended as SAFE by the World Health Organization and approved by the Pharmacy and Poisons Board in Kenya. It is your responsibility to protect yourself and loved ones. Ensure yo...,,,
2084,bobbinnej,2021-04-20 09:36:23+00:00,15,None,There is a lot of controversy about the covid-19 vaccine 💉 but be calm & get vaccinated because  the covid-19 vaccine has been recommended to be SAFE by World Health Organization & approve...,,,
2085,NyakwarAgunda,2021-04-20 09:25:34+00:00,0,None,"With the COVID-19 vaccine already in Kenya,its administration is in two doses given 8 weeks apart o ensure maximum protection. It is also recommended as safe by the WHO and the Pharmacy & Pois...",,,
2086,Sintoyian1,2021-04-20 09:16:01+00:00,8,None,The Covid-19 vaccine is recommended as SAFE by the World Health Organization and approved by the Pharmacy and Poisons Board in Kenya #staysafe,,,
2087,beato__5,2021-04-20 08:55:34+00:00,13,None,#StaySafe Vaccines against COVID-19 are available and those being administered by the government are free of charge in selected hospitals. The vaccine is recommended as safe by WHO and approved by...,,,
2088,Chief_085,2021-04-20 08:44:51+00:00,9,None,(WHO) World Health Organization  for has covid - 19 vaccine. It has been approved by Pharmacy and Poisons Board in Kenya.\n\n#StaySafe,,,
2089,lewi_mokaya,2021-04-20 08:35:31+00:00,0,None,Be sure to protect yourself and the people you love. Covid-19 Vaccine is now available in selected hospitals in all counties in Kenya and those being deployed by the government is free of charge i...,,,
2090,HosKorir,2021-04-20 08:24:15+00:00,14,None,Covid-19 vaccine is recommended as SAFE by the World Health Organization (WHO) and approved by Pharmacy and Poisons Board in Kenya.\n#StaySafe,,,
2091,ItsOmaido,2021-04-20 08:23:33+00:00,3,None,"Public Awareness\nCovid 19 vaccines are available in selected county hospitals free of charge, they are distributed by the government of Kenya.\nAll citizens are qualified to receive the vaccine. ...",,,
2092,diversitykenya,2021-04-20 08:22:28+00:00,4,None,"Have you taken the jab? If no, why? vaccine SAFETY? \nThe COVID-19 vaccine being administered in Kenya is recommended as SAFE by the world health organization (WHO) and approved by the pharmacy an...",,,
2093,Its_Renson,2021-04-20 08:21:04+00:00,5,None,The above groups should purpose to get the Covid 19 vaccine as it has been recommend as SAFE by the World Health Organisation and approved by the Pharmacy and Poisons Board in Kenya\n#StaySafe,,,
2094,Its_Renson,2021-04-20 08:21:02+00:00,12,None,"The Ministry of Health has issued out Covid-19 vaccines which are now available on select hospitals in all the 47 counties in Kenya. In identified hospitals, they are deployed by the government  f...",,,
2095,J_dunga_R,2021-04-20 08:18:45+00:00,1,None,"The COVID-19 Vaccine is recommended as SAFE by the World Health Organisation(WHO) and is approved by the Pharmacy and Poisons Board in Kenya, so there is nothing to worry about on the  vaccine. #S...",,,
2096,ChrisMidamba,2021-04-20 08:13:14+00:00,12,None,The vaccine been shown to be safe and effective at preventing COVID-19 & approved by the Pharmacy & Poisons Board in Kenya. It is your responsibility to protect yourself and loved ones. En...,,,
2097,Mutuajayk,2021-04-20 08:09:23+00:00,0,None,#BringBackSputnik its 97.6 % in preventing infection against COVID -19 and 100% efficient in preventing severe cases. Its the best vaccine that kenya should procure for its citizens.,,,
2098,KipkosgeiSammy_,2021-04-20 08:07:24+00:00,0,None,Do you know vaccine is recommended as SAFE by @WHO and approved by the Pharmacy and Poisons Board in Kenya.\n\nAll this is to protect yourself and loved ones. Adhere to COVID-19 measures including...,,,
2099,kitzone_,2021-04-20 08:06:33+00:00,34,None,The vaccine is recommended as SAFE by the World Health Organization and approved by the Pharmacy and Poisons Board in Kenya. It is your responsibility to protect yourself and loved ones. Ensure yo...,,,
2100,papaafathela,2021-04-20 08:05:31+00:00,14,None,Covid 19 vaccines are available in various selected hospitals in all counties.Those being administered by the Government of Kenya are completely free of charge .0-cost guys.#StaySafe,,,
2101,mtanyimtanyi,2021-04-20 07:50:11+00:00,2,None,"#StaySafe , it's your responsibility to take care of yourself and loved ones i.e by wearing masks.Covid-19 Vaccine will be administered in two doses given 8 doses apart staring with health workers...",,,
2102,Inclusivefolks,2021-04-20 07:47:28+00:00,1,None,Covid-19 vaccines are available in selected hospitals in all counties and those being deployed by the government is free of charge in identified hospitals. The vaccine is recommended as SAFE by th...,,,
2103,dfirekenya_,2021-04-20 07:45:52+00:00,29,None,A reminder that the COVID-19 vaccine is approved by the Pharmacy and Poisons Board in Kenya and recommended by WHO. It's your responsibility to protect yourself and your loved ones. COVID-19 preve...,,,
2104,TedSammy,2021-04-20 07:45:31+00:00,0,None,"#StaySafe as covid 19 preventive measures are taken, wear mask, wash your hands, social distance, etc\nThe Vaccine is recommended by WHO and approved safe by Pharmacy and Poison Board in Kenya. \n...",,,
2105,Biccola,2021-04-20 07:38:22+00:00,7,None,"The Covid-19 vaccine has been recommended as SAFE by the WHO (World Health Organization) and in Kenya, it has been approved by the Pharmacy and Poison's Board #StaySafe",,,
